Log file open, 03/21/23 16:30:06
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F36400][00000BA4551BA000 52] iPad5, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F35800][00000BA4551BC800 52] iPad6, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F37800][00000BA4551A2800 52] iPad7, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F30A00][00000BA4551C0000 52] iPad8, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F37A00][00000BA4551C5000 52] iPad9, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F37E00][00000BA4551C7800 52] iPad10, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F38000][00000BA4551CA000 52] iPadPro11, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F37200][00000BA4551CC800 52] iPadPro2_11, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F37400][00000BA4551B2800 52] iPadPro3_11, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F33A00][00000BA4551D0000 52] iPadPro4_11, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F38800][00000BA4551D5000 52] iPadPro3_129, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F34000][00000BA4551D7800 52] iPadPro4_129, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F38A00][00000BA4551DA000 52] iPadPro5_129, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F38E00][00000BA4551DC800 52] iPadPro6_129, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F39000][00000BA4551C2800 52] AppleTV, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F38200][00000BA4551E0000 52] AppleTV4K, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F38400][00000BA4551E5000 52] AppleTV2_4K, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F36600][00000BA4551E7800 52] TVOS, 
[2023.03.21-15.30.09:924][  0]LogDeviceProfileManager: 	[00000BA454F3AA00][00000BA4551EC800 52] Mac, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3AC00][00000BA4551EA000 52] MacEditor, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3A400][00000BA4551D2800 52] MacClient, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F38600][00000BA4551F0000 52] MacServer, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3B000][00000BA4551F7800 52] Linux, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3B200][00000BA4551F5000 52] LinuxEditor, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39C00][00000BA4551FA000 52] LinuxArm64Editor, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3A200][00000BA4551FC800 52] LinuxArm64, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39A00][00000BA4551E2800 52] LinuxClient, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3AE00][00000BA455200000 52] LinuxArm64Client, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39400][00000BA455205000 52] LinuxServer, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3A600][00000BA455207800 52] LinuxArm64Server, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3BE00][00000BA45520A000 52] Android, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3A800][00000BA45520C800 52] Android_Preview_OpenGL, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F37600][00000BA4551F2800 52] Android_Preview_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39200][00000BA455210000 52] Android_Low, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3B600][00000BA455215000 52] Android_Mid, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39800][00000BA455217800 52] Android_High, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3BA00][00000BA45521A000 52] Android_Default, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3B800][00000BA45521C800 52] Android_Adreno4xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3C000][00000BA455202800 52] Android_Adreno5xx_Low, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F38C00][00000BA455220000 52] Android_Adreno5xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3BC00][00000BA455225000 52] Android_Adreno6xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39E00][00000BA455227800 52] Android_Adreno6xx_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3C800][00000BA45522A000 52] Android_Adreno7xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3A000][00000BA45522C800 52] Android_Adreno7xx_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3CA00][00000BA455212800 52] Android_Mali_T6xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3CE00][00000BA455230000 52] Android_Mali_T7xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3D000][00000BA455235000 52] Android_Mali_T8xx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3C200][00000BA455237800 52] Android_Mali_G71, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3C400][00000BA45523A000 52] Android_Mali_G72, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F36C00][00000BA45523C800 52] Android_Mali_G72_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3D800][00000BA455222800 52] Android_Mali_G76, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F39600][00000BA455240000 52] Android_Mali_G76_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3DA00][00000BA455245000 52] Android_Mali_G77, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3DE00][00000BA455247800 52] Android_Mali_G77_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3E000][00000BA45524A000 52] Android_Mali_G78, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3D200][00000BA45524C800 52] Android_Mali_G78_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3D400][00000BA455232800 52] Android_Mali_G710, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F37C00][00000BA455250000 52] Android_Mali_G710_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3E800][00000BA455255000 52] Android_Xclipse_920, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3B400][00000BA455257800 52] Android_Xclipse_920_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3EA00][00000BA45525A000 52] Android_Vulkan_SM5, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3EE00][00000BA45525C800 52] Android_PowerVR_G6xxx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3F000][00000BA455242800 52] Android_PowerVR_GT7xxx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3E200][00000BA455270000 52] Android_PowerVR_GE8xxx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3FA00][00000BA455275000 52] Android_PowerVR_GM9xxx, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3E600][00000BA455277800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3F800][00000BA45527A000 52] Android_TegraK1, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA454F3F200][00000BA45527C800 52] Android_Unknown_Vulkan, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA455290000][00000BA455252800 52] Oculus_Quest, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA455291200][00000BA455280000 52] Oculus_Quest2, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: 	[00000BA455291000][00000BA455285000 52] HoloLens, 
[2023.03.21-15.30.09:925][  0]LogDeviceProfileManager: Active device profile: [00000BA454F32C00][00000BA44D532800 52] WindowsEditor
[2023.03.21-15.30.09:925][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.03.21-15.30.09:925][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.03.21-15.30.09:925][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.03.21-15.30.09:926][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.03.21-15.30.09:926][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.03.21-15.30.09:930][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.03.21-15.30.09:930][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.03.21-15.30.09:933][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2023.03.21-15.30.09:933][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Valid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=1497.1.14.1, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.03.21-15.30.09:933][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.03.21-15.30.09:933][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.03.21-15.30.09:933][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Valid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=10.0.19041.0, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.03.21-15.30.09:937][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Projet_JeuStrat.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/TurnkeyReport_1.log" -log="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/TurnkeyLog_1.log" -project="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Projet_JeuStrat.uproject"  -Device=Win64@LAPTOP-ICL0T6DN'
[2023.03.21-15.30.09:937][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Projet_JeuStrat.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/TurnkeyReport_1.log" -log="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Intermediate/TurnkeyLog_1.log" -project="D:/git/Projet-UnrealStrat/Projet_JeuStrat/Projet_JeuStrat.uproject"  -Device=Win64@LAPTOP-ICL0T6DN" -nocompile -nocompileuat ]
[2023.03.21-15.30.09:992][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
